,you_you,you_the,you_it,you_that,you_a,you_what,you_do,you_to,you_in,you_this,you_on,you_go,you_your,you_see,you_put,you_like,you_get,you_have,you_wanna,you_up,you_with,you_for,you_me,you_mommy,you_at,you_some,you_be,you_play,you_make,you_eat,you_take,you_them,you_him,you_sit,you_read,you_infname,you_.,the_the,the_that,the_is,the_and,the_to,the_in,the_on,the_go,the_of,the_with,the_say,the_one,the_.,it_you,it_the,it_it,it_a,it_to,it_in,it_there,it_on,it_here,it_your,it_like,it_be,it_.,that_you,that_the,that_that,that_a,that_like,that_good,that_.,a_and,a_in,a_on,a_of,a_for,a_one,a_bit,a_.,what_you,what_the,what_it,what_that,what_is,what_do,what_this,what_we,what_he,what_of,what_they,what_.,i_you,i_the,i_it,i_that,i_a,i_i,i_to,i_this,i_your,i_see,i_gonna,i_think,i_not,i_know,i_.,is_the,is_a,is_.,do_the,do_do,do_see,do_like,do_have,do_wanna,do_think,do_want,do_know,do_remember,do_.,and_you,and_the,and_it,and_a,and_is,and_and,and_.,to_you,to_the,to_it,to_that,to_a,to_to,to_in,to_on,to_with,to_.,in_box,in_mouth,in_.,there_is,there_go,there_.,this_the,this_a,this_.,we_the,we_it,we_a,we_do,we_to,we_go,we_put,we_have,we_.,on_floor,on_.,go_the,go_a,go_and,go_there,go_.,here_go,here_.,your_on,your_.,can_the,can_it,can_that,can_put,can_say,can_.,he_the,he_a,he_to,he_.,are_do,are_gonna,are_.,no_no,no_don't,no_not,no_.,see_.,don't_the,don't_it,don't_that,don't_.,look_the,look_that,look_a,look_this,look_.,put_in,put_on,put_back,like_.,gonna_you,gonna_the,gonna_it,gonna_a,gonna_.,of_.,did_do,did_go,did_see,did_.,where_you,where_the,where_go,where_.,get_.,have_.,wanna_the,wanna_it,wanna_a,wanna_with,wanna_.,up_the,up_.,with_.,for_.,they_.,me_you,me_.,mommy_.,good_.,think_.,at_.,say_.,she_.,little_.,not_.,all_.,some_.,does_.,how_you,how_.,was_.,out_the,out_.,who_.,be_.,so_can,so_.,am_.,down_.,baby_.,my_.,play_the,play_.,make_.,back_the,back_.,eat_.,his_.,over_.,too_.,her_.,about_.,big_.,daddy_.,if_can,them_.,more_.,him_.,would_like,why_you,those_.,an_.,these_.,sit_.,other_.,give_a,nice_.,read_book,another_.,bye_.,help_.,hi_.,open_.,hold_.,wait_minute,pretty_.,red_.,any_.,blue_.,love_.,new_.,infname_you,infname_the,infname_.,oh_you,oh_a,oh_.,okay_.,yeah_.,one_.,right_.,let_the,let_it,let_see,let_.,come_here,come_.,want_to,want_.,know_that,know_.,just_.,got_.,very_.,or_.,two_.,tell_what,mm_.,em_.,._you,._the,._it,._that,._a,._what,._i,._is,._do,._and,._to,._in,._there,._this,._we,._on,._go,._here,._your,._can,._he,._are,._no,._see,._don't,._look,._put,._like,._gonna,._of,._did,._where,._get,._have,._wanna,._up,._for,._they,._me,._mommy,._good,._think,._at,._say,._she,._little,._not,._now,._all,._some,._does,._how,._was,._out,._who,._be,._so,._am,._down,._baby,._my,._play,._make,._eat,._his,._over,._her,._about,._big,._take,._daddy,._if,._more,._him,._would,._then,._why,._those,._have_to,._an,._sit,._need,._thank_you,._boy,._try,._give,._nice,._were,._could,._another,._bye,._will,._gotta,._love,._infname,._oh,._okay,._yeah,._one,._right,._let,._come,._want,._know,._just,._well,._hm,._got,._very,._two,._else,._has,._should,._honey,._turn,._said,._kind,._color,._had,._happen,._many,._.,OTHER,word
10,4,59,3,1,5,0,93,1,0,1,0,45,3,15,43,0,73,30,0,0,0,0,0,1,0,0,41,91,11,92,33,0,0,47,24,3,26,6,0,0,0,0,0,0,0,0,0,0,0,2,384,146,1,5,2,0,0,0,0,22,0,50,27,52,29,0,2,0,0,4,0,0,0,0,0,0,0,1,3,4,0,0,0,108,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,100,7,0,0,1,0,0,0,0,0,2,4,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,2,2,9,2,2,3,0,0,0,0,0,0,0,0,0,10,1176,81,0,1,82,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,60,0,1,0,1,0,0,0,0,0,0,0,0,10,1,6,2,2,0,0,0,0,120,12,0,0,0,6,51,11,0,0,0,1,0,0,13,0,0,0,0,10,5,55,2,0,1,0,0,0,7,2,0,0,1,0,148,8,0,0,4,0,7,0,0,1,0,7,0,12,0,0,1,0,1,0,0,2,3,0,0,4,0,4,0,0,0,0,1,0,0,8,0,1,16,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,64,0,0,0,0,0,0,0,0,0,2,8,141,0,1,13,11,0,1,17,0,4,1,0,0,0,0,33,1,4,1,0,0,0,34,0,3,27,0,0,0,0,9,42,11,0,0,0,0,10,8,0,3,0,6,0,0,2,0,6,0,0,0,0,0,8,21,0,0,0,1,7,16,56,20,7,0,6,1,2,11,1,0,0,1,0,0,1,0,0,0,2,0,0,0,2,5,0,0,0,0,0,0,0,0,10,1,1,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,17,50319,to
11,1,235,7,12,74,1,0,1,0,2,0,0,65,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,1,0,0,0,3,29,63,0,0,0,0,1,0,0,0,0,0,0,0,6,1109,6,159,3,4,366,5,219,458,12,0,547,2,215,17,29,1,0,52,0,0,0,0,0,0,0,0,1,323,42,88,0,0,163,0,1,0,0,8,0,3,0,0,0,0,0,1,6,0,0,0,0,0,0,265,17,14,149,0,0,0,0,0,0,0,0,0,2,1,34,0,4,0,11,5,0,6,0,0,0,0,0,0,0,0,1,0,5,0,0,1,105,21,36,40,0,6,0,0,0,0,0,7,0,25,1003,65,67,486,183,0,0,0,0,2,0,0,0,0,0,144,34,0,16,0,0,5,0,0,0,0,0,0,0,0,0,275,20,7,18,15,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,84,1,1,1,0,0,0,526,7,0,0,5,0,17,2,0,0,0,2,5,2,3,25,8,0,0,0,6,179,5,2,6,0,0,1,1,10,0,266,18,0,540,315,1,0,0,0,15,0,0,1,0,82,11,92,0,0,13,0,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,4,0,5,0,0,0,124,21,1,0,0,0,115,151,0,2,0,0,0,4,1,1,3,0,0,77,5,1218,8,74,246,45,1,0,0,24,0,14,79,64,2,1,1,71,171,0,3,0,4,0,0,1,0,0,0,0,0,37,0,0,0,1,0,0,4,4,0,0,0,0,1,4,0,0,4,2,0,2,0,6,4,0,0,0,0,0,37,0,0,0,53,0,20,8,0,0,10,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,1,0,0,2,0,0,0,0,15,0,0,0,6,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,53,36953,in
12,4,1,1,0,4,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,52,5,0,1,0,0,0,0,0,0,0,0,0,2,17,2,8,14,3,2,1,1,0,0,0,1,211,3,1,4,9,1,0,77,0,0,0,0,0,0,0,31,0,2,0,0,6,0,0,0,1,0,0,39,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,3,365,203,0,0,0,0,0,0,0,0,0,0,176,5,162,8,247,25,1,28,0,0,0,0,1,0,0,0,0,12,0,0,4740,1,0,16,0,1,3,0,0,0,0,0,0,0,0,4,0,685,4,3,13,3,344,0,3,0,1,0,0,0,0,0,0,0,0,0,9,1,0,194,37,0,7,8,60,0,0,0,0,8,3,61,0,14,0,0,0,5,0,0,0,0,0,196,0,0,0,2,0,1,0,4,67,63,0,0,0,0,0,6,892,6,2,9,0,9,9,3,4,9,9,13,2,80,12,11,0,0,0,89,0,305,109,95,0,5,0,368,15,0,0,9,3,0,205,14,0,1454,0,6,13,0,7,0,24,7,23,0,0,6,0,0,91,0,0,2,0,0,0,2,56,2,1,0,1,1,2,1,0,0,6,4,24,66,131,36,34,11,66,1982,0,0,0,0,0,1,0,1,0,0,5,104,0,16,4,0,0,9,3016,1117,1074,138,1780,29,48,352,4,8,2,7,58,15,972,7,162,5,400,6,567,352,274,30,3,23,6,14,7,0,1,6,1,2,0,1,3,188,0,55,7,0,3,0,239,13,67,68,40,217,5,28,238,0,4,10,23,0,2,17,31,0,2,1,97,2,26,3,33,1,58,0,83,1,3,0,0,3,1,83,1,0,5,0,4,0,0,96,2,203,1,6,3,0,163,18,32,4,245,6,13,7,0,0,33,1,0,0,11,84,0,4,16,2,2,1,0,1,0,1,8,2334,15868,there
13,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,6,0,0,1,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,33,0,0,1,0,0,0,2,0,0,0,0,0,0,0,5,5,2,2,5,570,18,4,0,2,0,0,3597,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,173,274,1398,2,3,0,1,0,0,0,0,0,0,315,0,3,0,2,365,4,90,0,0,0,0,0,0,1,0,1,44,143,1,69,3,0,3,1,1,2,0,0,0,0,0,0,0,0,1,5,114,0,0,1,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,116,0,0,0,2,0,0,0,0,1,174,219,104,1254,0,0,0,0,0,147,0,1,0,6,0,1,30,2,40,55,0,0,0,0,0,0,6,322,47,0,0,13,0,0,4,721,8,0,0,7,38,0,12,0,8,14,0,3,660,2,0,0,0,0,0,0,1,18,15,0,0,42,0,5,0,2,271,0,4,1,0,0,0,0,0,0,0,0,0,0,4,0,130,0,0,0,0,49,58,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,7,0,0,0,0,0,0,2,7,157,2,11,2,9,0,7,0,0,0,0,5,34,1,2,55,9,11,3495,2,2,0,4,1,19,2,4,87,7,26,14,0,1,3,2,3,77,1,0,4,0,0,1,1,2,0,1,7,0,0,5,3,0,0,41,0,262,0,0,4,0,16,6,45,0,0,10,0,0,0,18,5,1,10,2,5,4,0,1,12,0,1,0,1,0,16,0,0,0,0,0,0,5,0,5,0,1,2,0,27,1,0,34,0,0,5,1,0,1,1167,5,0,8,0,0,7,0,0,5,0,0,0,34,3,0,2,0,19,15,0,1,0,240,26866,this
14,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,119,0,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,141,59,11,410,20,4,9,25,0,83,2,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1073,3,0,0,1,0,0,0,2,0,2,2,6,5,0,0,0,0,0,0,0,825,3,0,0,0,0,0,121,0,30,0,0,0,0,43,628,94,0,139,137,2,2,0,0,0,200,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,202,251,289,182,0,0,50,5,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,310,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,391,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,9,4,0,0,12,4,6,0,170,0,0,29,0,0,38,17,327,8,3,826,0,119,1,185,687,59,374,73,1119,0,209,0,196,648,28,3,0,2,0,0,0,11,7,20,0,1,237,1,122,0,0,1,1,10,1,51,6,0,1,0,0,97,100,36,0,1,0,3,0,98,0,0,0,0,32,3,1,0,797,0,29,401,2,1,43,40,1,126,340,0,0,67,306,14,2,2,1,1,0,1,26,31,24,43,312,1,0,297,8,0,0,0,132,1,25,14,2,13,126,0,0,31,29391,we
15,0,118,2,5,22,1,2,0,0,3,0,0,24,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,1,8,33,0,1,0,0,0,0,0,0,0,0,0,0,43,802,25,38,9,11,131,1,73,301,18,0,666,11,139,14,4,1,0,105,0,0,0,0,0,0,0,0,1,169,23,20,0,0,50,0,0,0,0,17,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,138,13,52,57,0,0,0,0,0,0,0,0,0,0,1,25,1,2,1,3,29,0,15,0,1,0,0,0,0,0,0,0,0,1,0,0,0,58,3,96,15,1,0,0,0,0,0,0,6,0,5,492,138,10,74,260,0,0,0,0,1,0,0,0,0,1,62,17,1,13,0,0,17,1,0,0,3,0,0,0,0,0,48,2,0,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,22,34,2,0,0,0,0,357,8,0,1,9,0,11,0,0,0,0,0,7,1,18,10,12,0,0,0,22,48,3,1,9,0,1,0,9,0,0,83,7,0,130,355,0,0,1,0,7,0,0,2,0,105,5,22,0,0,16,1,19,69,1,0,0,0,0,0,0,0,0,444,0,0,0,0,0,1,0,0,63,7,0,0,0,0,0,195,10,0,0,0,1,14,3333,0,2,1,0,0,17,0,1,5,0,0,42,7,692,5,27,75,33,0,1,0,3,1,1,10,47,0,11,3,4,225,0,1,0,2,0,0,0,0,1,0,0,0,12,0,0,0,0,0,1,7,13,0,0,0,0,0,0,0,0,3,4,0,1,0,0,8,0,0,0,0,0,35,0,0,0,53,0,31,0,0,0,5,0,0,2,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98,31796,on
16,57,24,6,20,11,6,7,368,127,10,95,7,2,32,18,47,138,4,2,39,88,52,0,3,2,3,3,19,5,3,3,0,0,14,1,78,5104,0,0,0,0,1,0,1,0,0,0,0,0,12,4,12,6,12,22,176,50,132,32,0,70,0,1279,1,5,7,0,13,1,226,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,20,1,0,0,3,0,7,52,5,0,4,0,0,0,0,45,0,1,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,8,35,2,7,3,6,3,565,195,94,55,328,0,0,0,0,0,6,0,0,109,10,4,9,11,356,0,7,3,1940,0,3,1,0,0,0,29,1,30,0,1,3,1,9,1,2,86,3,2,55,487,0,0,9,0,0,0,3,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,2,0,1,222,0,0,0,0,5,0,0,0,2,10,0,5,0,1,14,114,4,0,0,1,385,0,7,31,2,2,0,23,190,0,31,22,0,9,0,0,10,0,0,6,3,0,1,10,1,34,0,0,0,0,0,0,0,0,0,0,14,0,0,37,0,11,0,63,0,0,12,2,16,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,100,0,0,1,5,0,199,0,1,6,104,476,0,0,0,1,0,0,13,1,0,1,4,0,0,9,0,14,1,10,4,0,2,0,2,23,118,93,8,19,0,133,34,5,0,0,0,0,1,31,0,19,44,65,0,0,0,16,512,0,0,41,30,0,0,0,0,0,1,2,0,1,0,2,6,1,0,0,0,20,0,1,0,0,62,4,0,34,2,4,0,50,0,0,0,5,0,1,0,0,0,0,0,0,0,1,47,0,0,0,0,8,0,0,0,0,19,0,0,0,35,1,2,4,1,26,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,234,25554,go
17,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,5,0,0,0,0,0,1,0,0,0,0,0,4,1,7,3,5,2,3,0,0,0,1,0,0,265,1,1,0,1,0,0,21,0,0,0,0,0,0,0,9,1,0,1,0,0,1,0,0,0,0,0,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,95,0,1,1,0,0,0,0,0,0,0,200,6,98,5,112,30,3,25,0,0,0,0,0,0,0,1,0,26,0,0,2446,0,0,7,0,1,167,0,0,0,0,0,0,0,0,11,0,362,4,0,3,0,159,3,53,0,1,1,0,0,1,0,2,1,0,0,13,0,0,39,0,0,0,16,123,0,0,0,0,15,1,36,1,163,0,0,0,4,0,0,0,0,0,112,0,0,0,1,0,0,0,2,24,148,0,0,0,0,1,1,762,9,2,11,0,19,21,2,0,20,9,5,1,61,15,4,0,0,0,49,0,208,23,37,0,1,13,401,16,0,0,9,4,1,259,7,0,2380,3,10,22,1,5,0,27,11,21,0,0,6,3,20,107,1,0,2,0,0,0,1,0,4,1,0,3,2,0,2,0,0,6,14,48,22,61,41,72,6,128,1914,0,0,0,0,2,2686,0,1,0,5,5,75,0,7,4,0,0,5,1449,912,662,30,1054,62,535,234,67,3,4,7,24,59,861,7,92,122,540,58,184,136,7,16,9,121,168,13,3,0,2,20,17,39,16,0,4,106,2,81,0,0,2,6,60,3,1,23,14,395,0,37,2,0,4,0,1,0,0,18,44,18,4,16,45,1,16,0,9,34,13,6,28,0,19,1,68,0,0,63,42,0,1,2,56,25,0,1,1,282,0,3,1,1,258,4,17,2,182,15,465,372,19,0,6,4,0,0,0,24,0,0,15,18,28,0,0,2,0,0,0,3600,12848,here
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,27,886,23,0,0,4,0,0,1,0,0,0,0,0,0,0,0,1,0,23,0,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,8,0,0,0,0,1,0,0,18,23,3,0,0,0,0,0,0,2,9,6,0,0,0,0,0,0,4,0,1,0,0,2,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,6,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,0,0,0,1,5,1,0,5,40,1,0,0,1,0,0,0,1,0,1,0,0,5,1,0,0,1,1,0,1,1,2,15,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,0,36,10,0,1,0,0,0,0,0,1,0,0,0,0,28,0,1,2,0,0,0,0,0,14,0,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,10,1,0,1,0,8,0,1,0,0,1,0,0,0,1,0,0,0,0,0,71,0,0,0,0,0,0,17,39734,your
19,93,1,6,2,0,7,828,1,1,2,0,436,2,387,683,0,548,1172,0,1,0,0,0,0,0,0,87,376,255,222,289,0,0,156,62,5,546,0,0,1,0,0,2,1,3,6,0,0,0,20,23,0,2,0,0,0,0,0,0,0,0,37,13,17,0,1,0,0,0,0,2,0,0,14,0,0,0,5,90,12,1,0,0,0,3,84,5,0,8,1,6,0,1,0,2,66,0,0,0,378,0,16,8,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,284,1,247,231,87,98,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,1,0,0,0,0,29,0,0,0,0,0,89,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,230,0,3,36,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,10044,49,20,11,6,6,1704,0,24,1,0,1,0,6,396,0,22,0,5,24,99,0,0,18,0,1,16,0,0,4,0,0,42,41,0,1,0,53,0,236,0,2,0,1,41,1,3,1,2,1,0,1,0,0,0,12,0,0,0,0,1,15,6,8,0,0,0,0,1,6,14,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,143,0,1,0,0,0,5,1,0,0,3,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,46,16112,can
20,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,702,0,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,76,667,0,0,0,0,0,0,0,0,0,0,2,0,2,1,7,14,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,521,124,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,22,1,2,0,16,0,0,0,0,4,68,1,0,0,0,0,27,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,172,93,8,162,0,0,194,6,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,2,0,0,0,0,0,293,0,1,83,1,0,18,1,102,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4,1,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,7,69,1,5,390,51,2,400,26,4,0,129,7,0,0,58,199,3,11,327,45,0,1,14,40,208,77,169,446,0,318,0,106,20,8,24,2,1,1,1,6,29,40,223,1,2,217,0,31,1,465,1,448,14,3,68,68,0,1,0,15,111,42,90,1,12,1,6,12,50,1,0,2,0,28,0,0,0,4,15,42,130,0,0,55,29,15,0,93,0,3,25,24,41,6,0,11,1,6,32,5,86,253,50,174,0,0,354,53,2,0,439,14,0,20,199,27,0,115,0,0,50,23434,he
21,51,26,0,2,90,2,26,4,14,0,5,18,0,0,3,0,14,9,0,3,1,1,0,4,3,0,13,3,9,6,4,0,0,10,1,8,866,1,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,1,0,0,0,0,0,0,15,6,1,1,2,3,1,0,0,0,0,0,0,0,0,4296,161,0,1,0,2,0,399,0,0,771,11,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0,0,2,0,2,3,1,7,0,2,144,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,841,352,1,4,0,0,0,0,0,0,0,0,0,0,0,514,7,0,0,0,0,0,0,0,0,0,10,6,0,476,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,350,118,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,2,1,171,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,6514,66,0,1,5,3,2,3,0,0,0,1,190,0,353,2,2,0,62,0,0,10,0,0,0,0,0,0,6,0,0,1,0,0,0,0,2,853,0,2,1,1,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,1,0,6,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15979,are
22,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,16,0,1,6,0,0,11,6,0,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,11,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,6,0,5,0,1,0,0,0,0,0,0,0,0,0,0,1,1257,121,45,1401,1,0,0,0,3,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,4,2,0,0,0,5,4,3,0,0,57,0,0,5,0,1,1,0,0,1,0,1,0,0,0,1,0,2,2,1,0,1,0,0,1,3,0,0,1,4,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,7,0,70,117,2,891,11,7,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,33,0,0,5,1,1615,245,1002,1195,35,323,1225,16,26,6,3,21,128,225,541,18,21,25,24,16,343,3,1853,16,436,49,58,9,1,5,11,48,14,0,3,4,6,235,7,83,6,1,8,18,176,7,343,25,5,3,8,30,1,5,47,6,9,0,3,25,18,8,4,17,8,17,5,1,8,9,39,17,383,1,4,9,28,88,0,1,17,13,127,2,19,11,2,5,0,1,0,2,2,1,367,26,92,10,51,14,101,51,2,1,74,11,3,2,0,5,0,0,3,83,20,18,0,1,0,0,0,8792,7049,no
